,,,,Ist-Versorgung,,,,,,Ausbauprognose 2024,,,,,
06,Steglitz-Zehlendorf,06300528,Teltower Damm, 5 548 , 87.6 , -   , 281 , 4.4 , -   , 5 548 , 87.6 , -   , 281 , 4.4 , -   
06,Steglitz-Zehlendorf,06300629,Botanischer Garten, 4 103 , 96.6 , -   , 336 , 7.9 , -   , 4 103 , 96.6 , -   , 336 , 7.9 , -   
06,Steglitz-Zehlendorf,06300630,Hindenburgdamm, 2 879 , 98.2 , -   , 194 , 6.6 , -   , 2 879 , 98.2 , -   , 194 , 6.6 , -   
06,Steglitz-Zehlendorf,06300631,Goerzwerke, 1 974 , 97.4 , -   , 1 216 , 60.0 , -   , 1 974 , 97.4 , -   , 1 216 , 60.0 , -   
06,Steglitz-Zehlendorf,06300632,Schweizer Viertel, 6 385 , 96.0 , -   , 1 333 , 20.0 , -   , 6 385 , 96.0 , -   , 1 333 , 20.0 , -   
06,Steglitz-Zehlendorf,06300633,Augustaplatz, 7 016 , 98.1 , -   , 422 , 5.9 , -   , 7 016 , 98.1 , -   , 422 , 5.9 , -   
06,Steglitz-Zehlendorf,06300634,Lichterfelde West, 4 726 , 100.0 , -   , 4 726 , 100.0 , -   , 4 726 , 100.0 , -   , 4 726 , 100.0 , -   
06,Steglitz-Zehlendorf,06400735,Wannsee, 5 475 , 94.8 , -   , 30 , 0.5 , -   , 5 475 , 94.8 , -   , 30 , 0.5 , -   
06,Steglitz-Zehlendorf,06400736,Düppel, 2 369 , 96.3 , -   , 28 , 1.1 , -   , 2 369 , 96.3 , -   , 28 , 1.1 , -   
06,Steglitz-Zehlendorf,06400737,Nikolassee, 6 493 , 97.9 , -   , 262 , 4.0 , -   , 6 493 , 97.9 , -   , 262 , 4.0 , -   
06,Steglitz-Zehlendorf,06400838,Krumme Lanke, 4 436 , 98.2 , -   , 12 , 0.3 , -   , 4 471 , 99.0 , 0.8 , 2 231 , 49.4 , 49.1 
06,Steglitz-Zehlendorf,06400839,Fischerhüttenstraße, 3 092 , 97.2 , -   , 18 , 0.6 , -   , 3 159 , 99.3 , 2.1 , 2 629 , 82.7 , 82.1 
06,Steglitz-Zehlendorf,06400840,Fischtal, 4 099 , 99.7 , -   , 24 , 0.6 , -   , 4 110 , 100.0 , 0.3 , 4 109 , 100.0 , 99.4 
06,Steglitz-Zehlendorf,06400841,Zehlendorf Eiche, 3 710 , 97.8 , -   , 106 , 2.8 , -   , 3 713 , 97.8 , -   , 1 588 , 41.8 , 39.0 
06,Steglitz-Zehlendorf,06400842,Hüttenweg, 2 162 , 98.0 , -   , 79 , 3.6 , -   , 2 199 , 99.6 , 1.6 , 2 198 , 99.6 , 96.0 
06,Steglitz-Zehlendorf,06400843,Thielallee, 2 565 , 95.2 , -   , 63 , 2.3 , -   , 2 565 , 95.2 , -   , 63 , 2.3 , -   
06,Steglitz-Zehlendorf,06400844,Dahlem, 3 883 , 97.1 , -   , 2 487 , 62.2 , -   , 3 883 , 97.1 , -   , 2 487 , 62.2 , -   
07,Tempelhof-Schöneberg,07100101,Wittenbergplatz, 7 197 , 99.6 , -   , 2 215 , 30.6 , -   , 7 197 , 99.6 , -   , 2 215 , 30.6 , -   
07,Tempelhof-Schöneberg,07100102,Kalckreuthstraße, 5 648 , 99.4 , -   , 1 885 , 33.2 , -   , 5 648 , 99.4 , -   , 1 885 , 33.2 , -   
07,Tempelhof-Schöneberg,07100103,Frobenstraße, 4 107 , 99.4 , -   , 1 400 , 33.9 , -   , 4 107 , 99.4 , -   , 1 400 , 33.9 , -   
07,Tempelhof-Schöneberg,07100204,Barbarossaplatz, 6 258 , 98.2 , -   , 1 436 , 22.5 , -   , 6 258 , 98.2 , -   , 1 436 , 22.5 , -   
07,Tempelhof-Schöneberg,07100205,Alvenslebenstraße, 2 962 , 99.8 , -   , 725 , 24.4 , -   , 2 962 , 99.8 , -   , 725 , 24.4 , -   
07,Tempelhof-Schöneberg,07100206,Großgörschenstraße, 4 936 , 98.6 , -   , 394 , 7.9 , -   , 4 936 , 98.6 , -   , 394 , 7.9 , -   
07,Tempelhof-Schöneberg,07200307,Bayerischer Platz, 6 761 , 98.9 , -   , 3 532 , 51.6 , -   , 6 761 , 98.9 , -   , 3 532 , 51.6 , -   
07,Tempelhof-Schöneberg,07200308,Volkspark (Rudolph-Wilde-Park), 6 121 , 100.0 , -   , 6 121 , 100.0 , -   , 6 121 , 100.0 , -   , 6 121 , 100.0 , -   
07,Tempelhof-Schöneberg,07200409,Belziger Straße, 6 609 , 100.0 , -   , 6 609 , 100.0 , -   , 6 609 , 100.0 , -   , 6 609 , 100.0 , -   
07,Tempelhof-Schöneberg,07200410,Feurigstraße, 3 447 , 100.0 , -   , 3 446 , 100.0 , -   , 3 447 , 100.0 , -   , 3 446 , 100.0 , -   
07,Tempelhof-Schöneberg,07200411,Julius-Leber-Brücke, 1 644 , 99.5 , -   , 215 , 13.0 , -   , 1 644 , 99.5 , -   , 215 , 13.0 , -   
07,Tempelhof-Schöneberg,07200412,Schöneberger Linse, 338 , 28.7 , -   , 136 , 11.6 , -   , 338 , 28.7 , -   , 136 , 11.6 , -   
07,Tempelhof-Schöneberg,07200413,Cheruskerstraße, 5 079 , 99.8 , -   , 5 077 , 99.8 , -   , 5 079 , 99.8 , -   , 5 077 , 99.8 , -   
07,Tempelhof-Schöneberg,07200414,Hohenfriedbergstraße, 2 171 , 91.2 , -   , 320 , 13.4 , -   , 2 171 , 91.2 , -   , 320 , 13.4 , -   
07,Tempelhof-Schöneberg,07300515,Taunusstraße, 4 150 , 100.0 , -   , 4 150 , 100.0 , -   , 4 150 , 100.0 , -   , 4 150 , 100.0 , -   
07,Tempelhof-Schöneberg,07300516,Odenwaldstraße, 5 159 , 100.0 , -   , 5 159 , 100.0 , -   , 5 159 , 100.0 , -   , 5 159 , 100.0 , -   
07,Tempelhof-Schöneberg,07300517,Perelsplatz, 4 983 , 100.0 , -   , 4 983 , 100.0 , -   , 4 983 , 100.0 , -   , 4 983 , 100.0 , -   
07,Tempelhof-Schöneberg,07300618,Ceciliengärten, 5 199 , 98.1 , -   , 837 , 15.8 , -   , 5 298 , 100.0 , 1.9 , 5 298 , 100.0 , 84.2 
07,Tempelhof-Schöneberg,07300619,Grazer Platz, 6 281 , 99.3 , -   , 524 , 8.3 , -   , 6 311 , 99.7 , 0.4 , 6 269 , 99.1 , 90.8 
07,Tempelhof-Schöneberg,07400720,Gontermannstraße, 6 728 , 100.0 , -   , 6 728 , 100.0 , -   , 6 728 , 100.0 , -   , 6 728 , 100.0 , -   
07,Tempelhof-Schöneberg,07400721,Paradestraße, 2 293 , 93.1 , -   , 2 131 , 86.5 , -   , 2 293 , 93.1 , -   , 2 131 , 86.5 , -   
07,Tempelhof-Schöneberg,07400822,Lindenhofsiedlung, 1 711 , 94.0 , -   , 305 , 16.7 , -   , 1 711 , 94.0 , -   , 305 , 16.7 , -   
07,Tempelhof-Schöneberg,07400823,Wittekindstraße, 5 673 , 98.9 , -   , 556 , 9.7 , -   , 5 673 , 98.9 , -   , 556 , 9.7 , -   
07,Tempelhof-Schöneberg,07400824,Bosepark, 3 801 , 96.4 , -   , 258 , 6.5 , -   , 3 801 , 96.4 , -   , 258 , 6.5 , -   
07,Tempelhof-Schöneberg,07400825,Friedrich-Karl-Straße, 4 285 , 99.3 , -   , 390 , 9.0 , -   , 4 285 , 99.3 , -   , 390 , 9.0 , -   
07,Tempelhof-Schöneberg,07400826,Marienhöhe, 2 863 , 93.2 , -   , 305 , 9.9 , -   , 2 863 , 93.2 , -   , 305 , 9.9 , -   
07,Tempelhof-Schöneberg,07400927,Rathaus Tempelhof, 6 677 , 95.3 , -   , 1 201 , 17.1 , -   , 6 677 , 95.3 , -   , 1 201 , 17.1 , -   
07,Tempelhof-Schöneberg,07400928,Germaniagarten, 2 252 , 94.8 , -   , 1 030 , 43.4 , -   , 2 252 , 94.8 , -   , 1 030 , 43.4 , -   
07,Tempelhof-Schöneberg,07501029,Ringstraße, 4 563 , 99.2 , -   , 1 386 , 30.1 , -   , 4 563 , 99.2 , -   , 1 386 , 30.1 , -   
07,Tempelhof-Schöneberg,07501030,Machonstraße, 4 919 , 95.6 , -   , 434 , 8.4 , -   , 4 919 , 95.6 , -   , 434 , 8.4 , -   
07,Tempelhof-Schöneberg,07501031,Eisenacher Straße, 5 496 , 99.6 , -   , 1 018 , 18.4 , -   , 5 496 , 99.6 , -   , 1 018 , 18.4 , -   
07,Tempelhof-Schöneberg,07501032,Imbrosweg, 3 009 , 99.2 , -   , 46 , 1.5 , -   , 3 009 , 99.2 , -   , 46 , 1.5 , -   
07,Tempelhof-Schöneberg,07501133,Fritz-Werner-Straße, 4 282 , 87.2 , -   , 577 , 11.7 , -   , 4 282 , 87.2 , -   , 577 , 11.7 , -   
07,Tempelhof-Schöneberg,07501134,Hundsteinweg, 4 971 , 93.4 , -   , 430 , 8.1 , -   , 4 971 , 93.4 , -   , 430 , 8.1 , -   
07,Tempelhof-Schöneberg,07501135,Birnhornweg, 978 , 88.4 , -   , 15 , 1.4 , -   , 978 , 88.4 , -   , 15 , 1.4 , -   
07,Tempelhof-Schöneberg,07601236,Marienfelder Allee Nordwest, 4 621 , 91.7 , -   , 142 , 2.8 , -   , 4 621 , 91.7 , -   , 142 , 2.8 , -   
07,Tempelhof-Schöneberg,07601237,Kirchstraße, 2 428 , 94.5 , -   , 29 , 1.1 , -   , 2 428 , 94.5 , -   , 29 , 1.1 , -   
07,Tempelhof-Schöneberg,07601238,Marienfelde Nordost, 787 , 50.3 , -   , 50 , 3.2 , -   , 787 , 50.3 , -   , 50 , 3.2 , -   
07,Tempelhof-Schöneberg,07601339,Tirschenreuther Ring West, 2 733 , 99.5 , -   , -   , -   , -   , 2 733 , 99.5 , -   , -   , -   , -   
07,Tempelhof-Schöneberg,07601340,Tirschenreuther Ring Ost, 3 095 , 97.0 , -   , 134 , 4.2 , -   , 3 095 , 97.0 , -   , 134 , 4.2 , -   
07,Tempelhof-Schöneberg,07601341,Diedersdorfer Weg, 1 319 , 88.5 , -   , 84 , 5.6 , -   , 1 319 , 88.5 , -   , 84 , 5.6 , -   
07,Tempelhof-Schöneberg,07601442,Kettinger Straße, 5 326 , 95.7 , -   , 57 , 1.0 , -   , 5 326 , 95.7 , -   , 57 , 1.0 , -   
07,Tempelhof-Schöneberg,07601443,Töpchiner Weg, 5 164 , 93.7 , -   , 440 , 8.0 , -   , 5 164 , 93.7 , -   , 440 , 8.0 , -   
07,Tempelhof-Schöneberg,07601544,John-Locke-Straße, 4 579 , 98.4 , -   , 566 , 12.2 , -   , 4 579 , 98.4 , -   , 566 , 12.2 , -   
07,Tempelhof-Schöneberg,07601545,Nahariyastraße, 3 849 , 97.5 , -   , 169 , 4.3 , -   , 3 849 , 97.5 , -   , 169 , 4.3 , -   
07,Tempelhof-Schöneberg,07601546,Franziusweg, 3 452 , 98.3 , -   , -   , -   , -   , 3 452 , 98.3 , -   , -   , -   , -   
07,Tempelhof-Schöneberg,07601547,Horstwalder Straße, 1 851 , 98.3 , -   , 13 , 0.7 , -   , 1 851 , 98.3 , -   , 13 , 0.7 , -   
07,Tempelhof-Schöneberg,07601548,Wittelsbacherstraße, 1 454 , 97.3 , -   , -   , -   , -   , 1 454 , 97.3 , -   , -   , -   , -   
08,Neukölln,08100101,Hasenheide, 3 015 , 99.6 , -   , 692 , 22.9 , -   , 3 015 , 99.6 , -   , 692 , 22.9 , -   
08,Neukölln,08100102,Schillerpromenade Nord, 4 910 , 95.8 , -   , 1 493 , 29.1 , -   , 4 910 , 95.8 , -   , 1 493 , 29.1 , -   
08,Neukölln,08100103,Schillerpromenade Süd, 4 607 , 100.0 , -   , 1 063 , 23.1 , -   , 4 607 , 100.0 , -   , 1 063 , 23.1 , -   
08,Neukölln,08100104,Wartheplatz, 3 552 , 98.0 , -   , 728 , 20.1 , -   , 3 626 , 100.0 , 2.0 , 3 626 , 100.0 , 79.9 
08,Neukölln,08100105,Silbersteinstraße, 2 467 , 90.9 , -   , 494 , 18.2 , -   , 2 467 , 90.9 , -   , 494 , 18.2 , -   
08,Neukölln,08100206,Flughafenstraße, 5 682 , 99.6 , -   , 1 655 , 29.0 , -   , 5 682 , 99.6 , -   , 1 655 , 29.0 , -   
08,Neukölln,08100207,Rollberg, 3 612 , 98.5 , -   , 575 , 15.7 , -   , 3 612 , 98.5 , -   , 575 , 15.7 , -   
08,Neukölln,08100208,Körnerpark, 6 787 , 98.5 , -   , 2 048 , 29.7 , -   , 6 887 , 99.9 , 1.4 , 6 753 , 98.0 , 68.3 
08,Neukölln,08100209,Glasower Straße, 4 465 , 97.6 , -   , 1 814 , 39.6 , -   , 4 465 , 97.6 , -   , 1 814 , 39.6 , -   
08,Neukölln,08100310,Maybachufer, 4 745 , 98.8 , -   , 1 119 , 23.3 , -   , 4 745 , 98.8 , -   , 1 119 , 23.3 , -   
08,Neukölln,08100311,Reuterplatz, 4 771 , 98.4 , -   , 1 108 , 22.9 , -   , 4 771 , 98.4 , -   , 1 108 , 22.9 , -   
08,Neukölln,08100312,Weichselplatz, 6 996 , 99.8 , -   , 4 761 , 67.9 , -   , 6 996 , 99.8 , -   , 4 761 , 67.9 , -   
08,Neukölln,08100313,Bouchéstraße, 2 267 , 100.0 , -   , 2 005 , 88.4 , -   , 2 267 , 100.0 , -   , 2 005 , 88.4 , -   
08,Neukölln,08100314,Donaustraße, 4 779 , 99.2 , -   , 749 , 15.6 , -   , 4 779 , 99.2 , -   , 749 , 15.6 , -   
08,Neukölln,08100415,Ganghoferstraße, 3 849 , 98.9 , -   , 961 , 24.7 , -   , 3 892 , 100.0 , 1.1 , 3 892 , 100.0 , 75.3 
08,Neukölln,08100416,Alt-Rixdorf, 3 823 , 98.3 , -   , 484 , 12.4 , -   , 3 891 , 100.0 , 1.7 , 3 891 , 100.0 , 87.6 
08,Neukölln,08100417,Braunschweiger Straße, 5 283 , 99.4 , -   , 290 , 5.5 , -   , 5 316 , 100.0 , 0.6 , 5 316 , 100.0 , 94.5 
08,Neukölln,08100418,Hertzbergplatz, 5 469 , 100.0 , -   , 5 469 , 100.0 , -   , 5 469 , 100.0 , -   , 5 469 , 100.0 , -   
08,Neukölln,08100419,Treptower Straße Nord, 3 563 , 99.6 , -   , 2 780 , 77.7 , -   , 3 563 , 99.6 , -   , 2 780 , 77.7 , -   
08,Neukölln,08100520,Weiße Siedlung, 2 290 , 97.0 , -   , 374 , 15.8 , -   , 2 290 , 97.0 , -   , 374 , 15.8 , -   
08,Neukölln,08100521,Schulenburgpark, 4 634 , 99.5 , -   , 478 , 10.3 , -   , 4 634 , 99.5 , -   , 478 , 10.3 , -   
08,Neukölln,08200622,Jahnstraße, 2 051 , 77.6 , -   , 676 , 25.6 , -   , 2 051 , 77.6 , -   , 676 , 25.6 , -   
08,Neukölln,08200623,Park am Buschkrug, 3 006 , 96.6 , -   , 87 , 2.8 , -   , 3 006 , 96.6 , -   , 87 , 2.8 , -   
08,Neukölln,08200624,Tempelhofer Weg, 4 846 , 98.5 , -   , 960 , 19.5 , -   , 4 846 , 98.5 , -   , 960 , 19.5 , -   
08,Neukölln,08200725,Mohriner Allee Nord, 1 036 , 91.6 , -   , 11 , 1.0 , -   , 1 036 , 91.6 , -   , 11 , 1.0 , -   
08,Neukölln,08200726,Hufeisensiedlung, 3 329 , 99.7 , -   , 113 , 3.4 , -   , 3 329 , 99.7 , -   , 113 , 3.4 , -   
08,Neukölln,08200727,Parchimer Allee Süd, 4 706 , 99.5 , -   , 2 806 , 59.3 , -   , 4 706 , 99.5 , -   , 2 806 , 59.3 , -   
08,Neukölln,08200728,Ortolanweg, 540 , 92.0 , -   , 2 , 0.3 , -   , 540 , 92.0 , -   , 2 , 0.3 , -   
08,Neukölln,08200729,Britzer Garten, 796 , 84.5 , -   , 37 , 3.9 , -   , 796 , 84.5 , -   , 37 , 3.9 , -   
08,Neukölln,08200730,Handwerker-Siedlung, 1 860 , 100.0 , -   , 1 860 , 100.0 , -   , 1 860 , 100.0 , -   , 1 860 , 100.0 , -   
08,Neukölln,08200831,Buckow West, 4 461 , 99.5 , -   , 587 , 13.1 , -   , 4 461 , 99.5 , -   , 587 , 13.1 , -   
08,Neukölln,08200832,Buckow Mitte, 5 677 , 95.3 , -   , 426 , 7.2 , -   , 5 677 , 95.3 , -   , 426 , 7.2 , -   
08,Neukölln,08200833,Buckow Ost, 3 846 , 93.0 , -   , 277 , 6.7 , -   , 3 846 , 93.0 , -   , 277 , 6.7 , -   
08,Neukölln,08300934,Gropiusstadt Nord-West, 6 260 , 100.0 , -   , 6 260 , 100.0 , -   , 6 260 , 100.0 , -   , 6 260 , 100.0 , -   
08,Neukölln,08300935,Gropiusstadt Süd-West, 3 894 , 97.3 , -   , 3 884 , 97.0 , -   , 3 894 , 97.3 , -   , 3 884 , 97.0 , -   
08,Neukölln,08301036,Gropiusstadt Mitte, 3 580 , 99.9 , -   , 3 412 , 95.2 , -   , 3 580 , 99.9 , -   , 3 412 , 95.2 , -   
08,Neukölln,08301037,Gropiusstadt Süd-Ost, 5 259 , 100.0 , -   , 2 744 , 52.2 , -   , 5 259 , 100.0 , -   , 2 744 , 52.2 , -   
08,Neukölln,08401138,Goldhähnchenweg, 1 487 , 99.6 , -   , 476 , 31.9 , -   , 1 487 , 99.6 , -   , 476 , 31.9 , -   
08,Neukölln,08401139,Vogelviertel Süd, 2 181 , 99.6 , -   , 2 180 , 99.6 , -   , 2 181 , 99.6 , -   , 2 180 , 99.6 , -   
08,Neukölln,08401140,Vogelviertel Nord, 1 238 , 94.4 , -   , 7 , 0.5 , -   , 1 238 , 94.4 , -   , 7 , 0.5 , -   
08,Neukölln,08401241,Blumenviertel, 3 798 , 97.0 , -   , 4 , 0.1 , -   , 3 798 , 97.0 , -   , 4 , 0.1 , -   
08,Neukölln,08401242,Zittauer Straße, 3 096 , 97.9 , -   , -   , -   , -   , 3 096 , 97.9 , -   , -   , -   , -   
08,Neukölln,08401243,Alt-Rudow, 4 864 , 90.7 , -   , 101 , 1.9 , -   , 4 864 , 90.7 , -   , 101 , 1.9 , -   
08,Neukölln,08401244,Waßmannsdorfer Chaussee, 3 148 , 93.2 , -   , 73 , 2.2 , -   , 3 148 , 93.2 , -   , 73 , 2.2 , -   
08,Neukölln,08401245,Frauenviertel, 1 951 , 99.6 , -   , 93 , 4.7 , -   , 1 951 , 99.6 , -   , 93 , 4.7 , -   
08,Neukölln,08401246,Waltersdorfer Chaussee Ost, 3 343 , 97.3 , -   , -   , -   , -   , 3 343 , 97.3 , -   , -   , -   , -   
09,Treptow-Köpenick,09100101,Alt-Treptow, 7 711 , 97.6 , -   , 1 256 , 15.9 , -   , 7 711 , 97.6 , -   , 1 256 , 15.9 , -   
09,Treptow-Köpenick,09100202,Plänterwald West, 2 326 , 98.0 , -   , 88 , 3.7 , -   , 2 326 , 98.0 , -   , 88 , 3.7 , -   
09,Treptow-Köpenick,09100203,Plänterwald Ost, 4 477 , 99.1 , -   , -   , -   , -   , 4 477 , 99.1 , -   , -   , -   , -   
09,Treptow-Köpenick,09100304,Baumschulenweg West, 6 788 , 95.1 , -   , 22 , 0.3 , -   , 6 788 , 95.1 , -   , 22 , 0.3 , -   
09,Treptow-Köpenick,09100305,Baumschulenweg Ost, 2 467 , 97.2 , -   , 130 , 5.1 , -   , 2 467 , 97.2 , -   , 130 , 5.1 , -   
09,Treptow-Köpenick,09100306,Späthsfelde, 256 , 22.2 , -   , -   , -   , -   , 256 , 22.2 , -   , -   , -   , -   
09,Treptow-Köpenick,09100407,Johannisthal West, 4 799 , 96.5 , -   , 154 , 3.1 , -   , 4 799 , 96.5 , -   , 154 , 3.1 , -   
09,Treptow-Köpenick,09100408,Johannisthal Ost, 4 913 , 99.2 , -   , 292 , 5.9 , -   , 4 913 , 99.2 , -   , 292 , 5.9 , -   
09,Treptow-Köpenick,09100409,Landschaftspark Adlershof, 1 461 , 71.2 , -   , 801 , 39.0 , -   , 1 474 , 71.8 , 0.6 , 815 , 39.7 , 0.7 
09,Treptow-Köpenick,09200510,Helmholtz-Kiez, 3 869 , 90.6 , -   , 273 , 6.4 , -   , 3 869 , 90.6 , -   , 273 , 6.4 , -   
09,Treptow-Köpenick,09200511,Griechischer Park, 7 128 , 93.0 , -   , 356 , 4.6 , -   , 7 128 , 93.0 , -   , 356 , 4.6 , -   
09,Treptow-Köpenick,09200512,Wuhlheide, 2 077 , 90.0 , -   , 503 , 21.8 , -   , 2 077 , 90.0 , -   , 503 , 21.8 , -   
09,Treptow-Köpenick,09200613,Bahnhof Schöneweide, 5 523 , 90.7 , -   , 1 052 , 17.3 , -   , 6 090 , 100.0 , 9.3 , 6 090 , 100.0 , 82.7 
09,Treptow-Köpenick,09200614,Oberspree, 1 768 , 96.7 , -   , 181 , 9.9 , -   , 1 827 , 99.9 , 3.2 , 1 827 , 99.9 , 90.0 
09,Treptow-Köpenick,09200715,Wista, 1 889 , 68.9 , -   , 815 , 29.7 , -   , 1 889 , 68.9 , -   , 815 , 29.7 , -   
09,Treptow-Köpenick,09200716,Dörpfeldstraße West, 4 301 , 95.6 , -   , 593 , 13.2 , -   , 4 303 , 95.7 , 0.1 , 595 , 13.2 , -   
09,Treptow-Köpenick,09200717,Dörpfeldstraße Ost, 5 119 , 87.4 , -   , 1 010 , 17.2 , -   , 5 119 , 87.4 , -   , 1 010 , 17.2 , -   
09,Treptow-Köpenick,09200818,Spindlersfeld, 2 358 , 96.5 , -   , 759 , 31.1 , -   , 2 358 , 96.5 , -   , 759 , 31.1 , -   
09,Treptow-Köpenick,09200819,Köllnische Vorstadt, 4 191 , 90.9 , -   , 114 , 2.5 , -   , 4 494 , 97.4 , 6.5 , 4 054 , 87.9 , 85.4 
09,Treptow-Köpenick,09300920,Dorf Altglienicke, 4 673 , 77.1 , -   , 761 , 12.6 , -   , 4 673 , 77.1 , -   , 761 , 12.6 , -   
09,Treptow-Köpenick,09300921,Preußen Siedlung, 1 139 , 86.5 , -   , 53 , 4.0 , -   , 1 139 , 86.5 , -   , 53 , 4.0 , -   
09,Treptow-Köpenick,09300922,Kosmos Viertel, 3 006 , 99.5 , -   , 255 , 8.4 , -   , 3 006 , 99.5 , -   , 255 , 8.4 , -   
09,Treptow-Köpenick,09300923,Kölner Viertel, 3 425 , 94.2 , -   , 33 , 0.9 , -   , 3 425 , 94.2 , -   , 33 , 0.9 , -   
09,Treptow-Köpenick,09301024,Falkenberg, 1 131 , 83.6 , -   , 217 , 16.0 , -   , 1 131 , 83.6 , -   , 217 , 16.0 , -   
09,Treptow-Köpenick,09301025,Alt-Bohnsdorf, 4 250 , 75.8 , -   , 314 , 5.6 , -   , 4 250 , 75.8 , -   , 314 , 5.6 , -   
