PLR_ID,PLR_NAME,jfe_count,jfe_names,Jugendfreizeiteinrichtungen (JFE),PbS oder ASP oder Kinderfarm,freier Träger,öffentlicher Träger
06400735,Wannsee,1.0,['JFE Wannsee'],1.0,0.0,0.0,1.0
06400736,Düppel,1.0,['JFE Düppel'],1.0,0.0,0.0,1.0
06400737,Nikolassee,,,,,,
06400838,Krumme Lanke,1.0,['Haus der Jugend Zehlendorf '],1.0,0.0,0.0,1.0
06400839,Fischerhüttenstraße,,,,,,
06400840,Fischtal,,,,,,
06400841,Zehlendorf Eiche,,,,,,
06400842,Hüttenweg,1.0,['JFE Marshall'],1.0,0.0,0.0,1.0
06400843,Thielallee,,,,,,
06400844,Dahlem,,,,,,
07100101,Wittenbergplatz,,,,,,
07100102,Kalckreuthstraße,,,,,,
07100103,Frobenstraße,2.0,"['Kinder- und Jugendfreizeiteinrichtung ""Villa Schöneberg""', 'Drugstore im SSB e.V.']",2.0,0.0,2.0,0.0
07100204,Barbarossaplatz,2.0,"['Juxirkus Schöneberg', 'Café Pink']",2.0,0.0,2.0,0.0
07100205,Alvenslebenstraße,,,,,,
07100206,Großgörschenstraße,3.0,"['PallasT', 'Fresh 30', 'Treff 62 e.V.']",3.0,0.0,3.0,0.0
07200307,Bayerischer Platz,,,,,,
07200308,Volkspark (Rudolph-Wilde-Park),1.0,['FlipperKlub'],1.0,0.0,1.0,0.0
07200409,Belziger Straße,2.0,"['Die Weiße Rose', 'KFE Lassenpark']",2.0,0.0,0.0,2.0
07200410,Feurigstraße,,,,,,
07200411,Julius-Leber-Brücke,1.0,['Halk Kösesi'],1.0,0.0,1.0,0.0
07200412,Schöneberger Linse,,,,,,
07200413,Cheruskerstraße,,,,,,
07200414,Hohenfriedbergstraße,1.0,['KJFE HaiWays'],1.0,0.0,1.0,0.0
07300515,Taunusstraße,,,,,,
07300516,Odenwaldstraße,,,,,,
07300517,Perelsplatz,1.0,['Kinder- und Jugendzentrum Burg'],1.0,0.0,0.0,1.0
07300618,Ceciliengärten,,,,,,
07300619,Grazer Platz,2.0,"['Menzeldorf ', 'Kifrie Medienwerkstatt']",1.0,1.0,2.0,0.0
07400720,Gontermannstraße,,,,,,
07400721,Paradestraße,1.0,['JUGI-Hessenring'],1.0,0.0,0.0,1.0
07400822,Lindenhofsiedlung,1.0,['Jugendclub Lindenhof'],1.0,0.0,1.0,0.0
07400823,Wittekindstraße,,,,,,
07400824,Bosepark,2.0,"['Boseclub', 'Ev. Jugendzentrum Cafe Albrecht']",2.0,0.0,2.0,0.0
07400825,Friedrich-Karl-Straße,1.0,['Kinderbauernhof NUSZ ufafabrik'],0.0,1.0,1.0,0.0
07400826,Marienhöhe,,,,,,
07400927,Rathaus Tempelhof,,,,,,
07400928,Germaniagarten,1.0,['JFE Villa Holz '],1.0,0.0,1.0,0.0
07501029,Ringstraße,,,,,,
07501030,Machonstraße,1.0,['BEATS 42'],1.0,0.0,0.0,1.0
07501031,Eisenacher Straße,1.0,['Jugendfreizeithaus Bungalow'],1.0,0.0,0.0,1.0
07501032,Imbrosweg,1.0,['Jugendclub Sonnetreff'],1.0,0.0,1.0,0.0
07501133,Fritz-Werner-Straße,,,,,,
07501134,Hundsteinweg,,,,,,
07501135,Birnhornweg,,,,,,
07601236,Marienfelder Allee Nordwest,,,,,,
07601237,Kirchstraße,3.0,"['3D Medienhaus', 'Firefly', 'no:name']",3.0,0.0,3.0,0.0
07601238,Marienfelde Nordost,,,,,,
07601339,Tirschenreuther Ring West,,,,,,
07601340,Tirschenreuther Ring Ost,1.0,['Kinder - und Jugendclub haus of  fun'],1.0,0.0,0.0,1.0
07601341,Diedersdorfer Weg,,,,,,
07601442,Kettinger Straße,2.0,"['Kinder- und Jugendclub Barnetstraße ""G-HAUS""', 'Musikkeller Lichtenrade']",2.0,0.0,1.0,1.0
07601443,Töpchiner Weg,,,,,,
07601544,John-Locke-Straße,,,,,,
07601545,Nahariyastraße,2.0,"['Jugendcafé am Dorfteich', 'Kinder- und Jugendhaus Lichtenrade']",2.0,0.0,1.0,1.0
07601546,Franziusweg,1.0,['Lortzingclub'],1.0,0.0,1.0,0.0
07601547,Horstwalder Straße,,,,,,
07601548,Wittelsbacherstraße,,,,,,
08100101,Hasenheide,,,,,,
08100102,Schillerpromenade Nord,1.0,['Schilleria Mädchen*treff'],1.0,0.0,1.0,0.0
08100103,Schillerpromenade Süd,,,,,,
08100104,Wartheplatz,2.0,"['YO!22', 'Kinderwelt am Feld']",1.0,1.0,1.0,1.0
08100105,Silbersteinstraße,,,,,,
08100206,Flughafenstraße,1.0,['Blueberry'],1.0,0.0,1.0,0.0
08100207,Rollberg,2.0,"['Lessinghöhe', 'MaDonna Mädchentreff']",2.0,0.0,1.0,1.0
08100208,Körnerpark,2.0,"['Jugendclub JoJu 23', 'Interkultureller Kinder- und Familientreff/ Nachbarschaftsheim Neukölln e.V.']",2.0,0.0,2.0,0.0
08100209,Glasower Straße,1.0,['Kindertreff Delbrücke'],1.0,0.0,1.0,0.0
08100310,Maybachufer,1.0,[' elele-Nachbarschaftszentrum + Kiosk Reuterplatz'],1.0,0.0,1.0,0.0
08100311,Reuterplatz,1.0,['Mädchen*laden ReachIna'],1.0,0.0,1.0,0.0
08100312,Weichselplatz,1.0,['Kinder- und Jugendfreizeiteinrichtung Manege'],1.0,0.0,1.0,0.0
08100313,Bouchéstraße,,,,,,
08100314,Donaustraße,2.0,"['Schülerclub Rixdorfer Schule', 'Q*ube']",2.0,0.0,2.0,0.0
08100415,Ganghoferstraße,1.0,['Street Players'],1.0,0.0,1.0,0.0
08100416,Alt-Rixdorf,2.0,"['AWO JC ""Die Scheune""', 'Mädchenzentrum Szenenwechsel']",2.0,0.0,1.0,1.0
08100417,Braunschweiger Straße,2.0,"['Rotes Haus', 'Schülerclub Adolf-Reichwein-Schule']",2.0,0.0,1.0,1.0
08100418,Hertzbergplatz,1.0,['Schülerclub Eduard Mörike Grunschule '],1.0,0.0,1.0,0.0
08100419,Treptower Straße Nord,1.0,['Wilde Rübe Pädagogisch betreuter ökologischer Spielplatz'],0.0,1.0,0.0,1.0
08100520,Weiße Siedlung,1.0,['Clubhaus Phase II'],1.0,0.0,0.0,1.0
08100521,Schulenburgpark,3.0,"['JKW Grenzallee', 'TheCorner  ', 'Kindertreff “Waschküche”']",3.0,0.0,3.0,0.0
08200622,Jahnstraße,,,,,,
08200623,Park am Buschkrug,2.0,"['JC Feuerwache', 'KCH Sternschnuppe']",2.0,0.0,0.0,2.0
08200624,Tempelhofer Weg,,,,,,
08200725,Mohriner Allee Nord,,,,,,
08200726,Hufeisensiedlung,,,,,,
08200727,Parchimer Allee Süd,,,,,,
08200728,Ortolanweg,,,,,,
08200729,Britzer Garten,,,,,,
08200730,Handwerker-Siedlung,1.0,['Anton - Schmaus - Haus'],0.0,1.0,1.0,0.0
08200831,Buckow West,,,,,,
08200832,Buckow Mitte,,,,,,
08200833,Buckow Ost,1.0,['Kinder- und Jugendclub & Abenteuerspielplatz Wildhüterweg'],0.0,1.0,0.0,1.0
08300934,Gropiusstadt Nord-West,1.0,['Stadtvilla Global'],1.0,0.0,0.0,1.0
08300935,Gropiusstadt Süd-West,,,,,,
08301036,Gropiusstadt Mitte,3.0,"['Jugendfreizeiteinrichtung UFO', 'Jugendzentrum Wutzkyallee ', 'Mädchentreff Gropiusstadt/ Schilleria II']",3.0,0.0,2.0,1.0
08301037,Gropiusstadt Süd-Ost,,,,,,
08401138,Goldhähnchenweg,,,,,,
08401139,Vogelviertel Süd,,,,,,
08401140,Vogelviertel Nord,,,,,,
08401241,Blumenviertel,,,,,,
08401242,Zittauer Straße,1.0,['Kinderclubhaus Zwicke'],1.0,0.0,0.0,1.0
08401243,Alt-Rudow,1.0,['Jugendclub NW80'],1.0,0.0,0.0,1.0
08401244,Waßmannsdorfer Chaussee,,,,,,
08401245,Frauenviertel,1.0,['JFE BlueBox'],1.0,0.0,1.0,0.0
08401246,Waltersdorfer Chaussee Ost,,,,,,
09100101,Alt-Treptow,3.0,"['CABUWAZI Alt-Treptow', 'JuKuZ Gérard Philipe', 'Abenteuer+Bauspielplatz Kuhfuß']",1.0,2.0,3.0,0.0
09100202,Plänterwald West,,,,,,
09100203,Plänterwald Ost,,,,,,
09100304,Baumschulenweg West,2.0,"['Kinder- und Jugendclub RumBa', 'Schülerclub GS Heidekampgraben']",2.0,0.0,2.0,0.0
09100305,Baumschulenweg Ost,,,,,,
09100306,Späthsfelde,,,,,,
09100407,Johannisthal West,,,,,,
09100408,Johannisthal Ost,1.0,['Jugendzentrum Johannisthal'],1.0,0.0,1.0,0.0
09100409,Landschaftspark Adlershof,,,,,,
09200510,Helmholtz-Kiez,1.0,['Kindersozialprojekt Check-In '],1.0,0.0,1.0,0.0
09200511,Griechischer Park,,,,,,
09200512,Wuhlheide,2.0,"['JFE WK14', 'Kinderklub Keplerstr.']",2.0,0.0,0.0,2.0
09200613,Bahnhof Schöneweide,3.0,"['Jugendschiff ReMiLi', 'ReMiLi Kids', 'Schülerclub Schule an der alten Feuerwache']",3.0,0.0,3.0,0.0
09200614,Oberspree,,,,,,
09200715,Wista,,,,,,
09200716,Dörpfeldstraße West,,,,,,
09200717,Dörpfeldstraße Ost,1.0,['KJFE Grimau'],1.0,0.0,0.0,1.0
09200818,Spindlersfeld,,,,,,
09200819,Köllnische Vorstadt,1.0,['Freizeitprojekt Rudi+ Rudi Plus'],1.0,0.0,1.0,0.0
09300920,Dorf Altglienicke,,,,,,
09300921,Preußen Siedlung,,,,,,
09300922,Kosmos Viertel,2.0,"['JFE Base 24', 'Medienetage in JFE BASE24']",2.0,0.0,1.0,1.0
09300923,Kölner Viertel,3.0,"['CABUWAZI Altglienicke', 'KJFE Fairness ', 'Abenteuerspielplatz und Kinderbauernhof Waslala']",1.0,2.0,3.0,0.0
09301024,Falkenberg,,,,,,
09301025,Alt-Bohnsdorf,1.0,"['KFE ""Walter Kroh""']",1.0,0.0,1.0,0.0
09301126,Grünau,,,,,,
09301227,Karolinenhof,,,,,,
09301228,Schmöckwitz/Rauchfangswerder,,,,,,
09401329,Kietzer Feld/Nachtheide,1.0,['Kietz Klub Köpenick'],1.0,0.0,1.0,0.0
09401330,Wendenschloß,,,,,,
09401431,Allende I,,,,,,
09401432,Siedlung Kämmereiheide,,,,,,
09401433,Allende II,1.0,['JFE Würfel'],1.0,0.0,0.0,1.0
09401534,Altstadt Köpenick,1.0,['Flussbad Gartenstraße'],1.0,0.0,1.0,0.0
09401635,Müggelheim,,,,,,
09501736,Hirschgarten,,,,,,
09501737,Alt-Friedrichshagen,1.0,['Spielhaus Friedrichshagen'],1.0,0.0,1.0,0.0
09501838,Rahnsdorf,1.0,['JFE Mansarde'],1.0,0.0,1.0,0.0
09501939,Bahnhofstraße,1.0,['alleins e.V.'],1.0,0.0,1.0,0.0
09501940,Güterbahnhof Köpenick,2.0,"['Haus der Jugend Köpenick', 'Projekt beGEGeNung-Pol. Jugendbildung']",2.0,0.0,2.0,0.0
09501941,Friedrichshagener Straße,,,,,,
09502042,Mittelheide,,,,,,
09502043,Dammheide,1.0,['KJFE Horn'],1.0,0.0,1.0,0.0
10100101,Marzahn West,2.0,"['Jugendklub Wurzel', 'Abenteuerspielplatz Marzahn-West']",1.0,1.0,2.0,0.0
10100102,Rosenbecker Straße,1.0,['JFE UNO'],1.0,0.0,1.0,0.0
10100103,Wittenberger Straße,2.0,"['KINDERRING Berlin e.V. Kulturhochhaus Marzahn', 'Jugendzentrum Betonia']",2.0,0.0,2.0,0.0
10100104,Golliner Straße,,,,,,
10100205,Gewerbegebiet Bitterfelder Straße,1.0,['CABUWAZI-Springling'],1.0,0.0,1.0,0.0
10100206,Wuhletalstraße,1.0,['Haus M3+'],1.0,0.0,1.0,0.0
10100207,Ahrensfelder Berge,1.0,['Kinder- und Jugendhaus BOLLE'],1.0,0.0,1.0,0.0
10100208,Bürgerpark,1.0,['DRK Club DRehKreuz - Offener Treff'],1.0,0.0,1.0,0.0
10100209,Lea-Grundig-Straße,1.0,['JFE IMPULS'],1.0,0.0,1.0,0.0
10100210,Marzahner Promenade,1.0,['JFE FAIR'],1.0,0.0,1.0,0.0
10100311,Marzahner Chaussee,,,,,,
10100312,Springpfuhl,,,,,,
10100313,Alt-Marzahn,1.0,['Jugendkultureinrichtun die Klinke'],1.0,0.0,1.0,0.0
10100314,Auersbergstraße,3.0,"['Kinder- und Jugendhaus Trinity', 'JFE ENERGY', 'Schülerclub der Grundschule an der Geißenweide']",3.0,0.0,3.0,0.0
10100315,Bärenstein,1.0,['JFE TreibHaus'],1.0,0.0,1.0,0.0
10100316,Landsberger Tor,1.0,['JFE Anna Landsberger '],1.0,0.0,1.0,0.0
10200417,Zossener Straße,2.0,"['Interkulturelles Zentrum Haus Babylon                    Babel e.V.', 'JFE Tresor']",2.0,0.0,2.0,0.0
10200418,Kyritzer Straße,,,,,,
10200419,Havelländer Ring,,,,,,
10200420,Gut Hellersdorf,3.0,"['Jugendfreizeiteinrichtung Joker', 'Jugendfreizeiteinrichtung SENFTE 10', 'Schülerklub der Caspar-David-Friedrich-Schule']",3.0,0.0,3.0,0.0
10200421,Helle Mitte,,,,,,
10200422,Hellersdorfer Promenade,3.0,"['Mehrgenerationenhaus ""Buntes Haus""', 'Hella - Klub für Mädchen* und junge Frauen*', 'Eastend-Berlin']",3.0,0.0,3.0,0.0
10200423,Böhlener Straße,,,,,,
10200524,Adele-Sandrock-Straße,1.0,"['JFE ""Die Nische""']",1.0,0.0,1.0,0.0
10200525,Schleipfuhl,2.0,"['Naturschutzzentrum Schleipfuhl', 'Schülerclub ""Schatzkarte""']",2.0,0.0,2.0,0.0
10200526,Boulevard Kastanienallee,2.0,"['Jugendfreizeiteinrichtung U5', 'Schülerzentrum Kraftwerk']",2.0,0.0,2.0,0.0
10200627,Am Kienberg,1.0,['KJFE im KOMPASS'],1.0,0.0,1.0,0.0
10200628,Neue Grottkauer Straße,1.0,['SportJugendClub Hellersdorf'],1.0,0.0,1.0,0.0
10200629,Teterower Ring,1.0,['KJFE Lubminer'],1.0,0.0,1.0,0.0
10200630,Cecilienplatz,,,,,,
10300731,Oberfeldstraße,,,,,,
10300732,Buckower Ring,1.0,['JuKiez96'],1.0,0.0,1.0,0.0
10300733,Alt-Biesdorf,,,,,,
10300734,Biesdorf Süd,1.0,['Freizeithaus Balzerplatz'],1.0,0.0,1.0,0.0
10400835,Kaulsdorf Nord,1.0,['KJFE Villa Pelikan'],1.0,0.0,1.0,0.0
10400836,Alt-Kaulsdorf,1.0,"['CVJM Kaulsdorf Berlin e.V.,  WandelBAR']",1.0,0.0,1.0,0.0
10400837,Kaulsdorf Süd,,,,,,
10400938,Mahlsdorf Nord,,,,,,
10400939,Alt-Mahlsdorf,,,,,,
10400940,Elsensee,,,,,,
10400941,Pilgramer Straße,1.0,['Jugendfreizeiteinrichtung Am Hultschi'],1.0,0.0,1.0,0.0
11100101,Dörfer Malchow-Wartenberg,,,,,,
11100102,Dorf Falkenberg,,,,,,
11100203,Falkenberg Ost,1.0,['Abenteuerspielplatz Fort Robinson'],0.0,1.0,1.0,0.0
11100204,Falkenberg West,2.0,"['JFE Welseclub', 'Schülerclub ""Carzudel""']",2.0,0.0,2.0,0.0
11100205,Wartenberg Süd,2.0,"['JFE Leos Hütte', 'Kinder- und Jugendklub Holzwurmhaus (ASP)']",2.0,0.0,1.0,1.0
11100206,Wartenberg Nord,1.0,['Jugendfreizeiteinrichtung Mikado'],1.0,0.0,1.0,0.0
11100307,Zingster Straße Ost,5.0,"['MädchenSportZentrum Pia Olymp', 'Kinderzirkus CABUWAZI  Hohenschönhausen', 'Kietzoase', 'JFETrialog', 'Spik Jugendclub']",5.0,0.0,5.0,0.0
11100308,Zingster Straße West,2.0,"['Ausblick e.V. Jugendclub für Menschen mit und ohne geistige Behinderung', 'JFE Full House']",2.0,0.0,2.0,0.0
11100309,Mühlengrund,1.0,['JFE Kontaktladen VIP'],1.0,0.0,1.0,0.0
11200410,Malchower Weg,1.0,['JFE FUNKLOCH'],1.0,0.0,1.0,0.0
11200411,Hauptstraße,1.0,"['Jugendfreizeiteinrichtung ""Die Arche""']",1.0,0.0,0.0,1.0
11200512,Orankesee,,,,,,
11200513,Große-Leege-Straße,,,,,,
11200514,Landsberger Allee,3.0,"['Kinderclub, Christliches Sozialwerk Berlin e.V.', 'Offener Club Berlin', 'Projekt NEO im Interkulturellen Garten']",3.0,0.0,3.0,0.0
11200515,Weiße Taube,,,,,,
11300616,Hohenschönhauser Straße,1.0,['Judith Auer Club'],1.0,0.0,1.0,0.0
11300617,Fennpfuhlpark,2.0,"['Kinderclub MFG', 'Jugenmigrationsdienst des CJD Berlin Brandenburg']",2.0,0.0,2.0,0.0
11300618,Storkower Bogen,,,,,,
11300619,Rudolf-Seiffert-Park,1.0,['Jugendfreizeiteinrichtung Willi Sänger'],1.0,0.0,1.0,0.0
11300620,Fennpfuhl Ost,1.0,['Jugendklub Tube'],1.0,0.0,1.0,0.0
11300721,Herzbergstraße,,,,,,
11300722,Rathaus Lichtenberg,1.0,['Jugendklub Linse'],1.0,0.0,1.0,0.0
11300723,Bornitzstraße,2.0,"['JFE HolzHaus ""kids-OASE""', 'magda Caritas Jugendzentrum']",2.0,0.0,2.0,0.0
11300724,Roedeliusplatz,,,,,,
11300725,Nibelungenviertel,,,,,,
11300826,Frankfurter Allee Süd,2.0,"['Caritas Kinder- und Jugendzentrum Steinhaus', 'Schülerclub Lichtpunkt']",2.0,0.0,2.0,0.0
11400927,Victoriastadt,2.0,"['Kinderhaus NAPF', 'Jugendhaus Phönix']",2.0,0.0,2.0,0.0
11400928,Nöldnerplatz,1.0,"['SportJugendBildungsZentrum ""Lücke""']",1.0,0.0,1.0,0.0
11400929,Weitlingkiez,1.0,"['Jugend- und Familienzentrum ""JuFaZ""']",1.0,0.0,1.0,0.0
11400930,Zachertstraße,,,,,,
11400931,Massower Straße,1.0,['Schülerclub Bürgermeister-Ziehten Schule'],1.0,0.0,1.0,0.0
11401032,Rosenfelder Ring,,,,,,
11401033,Gensinger Straße,2.0,"['KJFE Falkenburg', 'JFE Orange Flip']",2.0,0.0,2.0,0.0
11401034,Tierpark,,,,,,
11401135,Dolgenseestraße,1.0,['JFE Betonoase'],1.0,0.0,0.0,1.0
11401136,Volkradstraße,2.0,"['Jugendfunkhaus', '""eastside"" Club']",2.0,0.0,2.0,0.0
11401137,Erieseering,2.0,"['JFE ""NTC"" ', 'Inklusiver Abenteuerspielplatz ""BauwagenGang""']",1.0,1.0,1.0,1.0
11501238,Rummelsburg,,,,,,
11501339,Karlshorst West,2.0,"['IN VIA Mädchentreff', 'Jugendklub Rainbow']",2.0,0.0,2.0,0.0
11501340,Karlshorst Nord,,,,,,
11501341,Karlshorst Süd,,,,,,
12100101,Letteplatz,2.0,"['Kinderzentrum Pankower Allee', 'Jugendzentrum Lette51']",2.0,0.0,1.0,1.0
12100102,Hausotterplatz,1.0,['KreativFabrik - Kinder- und Familienzentrum'],1.0,0.0,1.0,0.0
12100103,Breitkopfbecken,,,,,,
12100204,Schäfersee,1.0,['Familienzentrum Haus am See'],1.0,0.0,0.0,1.0
12100205,Teichstraße,1.0,['Haus der Jugend - Fuchsbau'],1.0,0.0,0.0,1.0
12100206,Humboldtstraße,,,,,,
12200307,Reinickes Hof,,,,,,
12200308,Meller Bogen,2.0,"['Auguste Mädchen- und Frauentreff', 'Laiv - offener Kinder- und Jugendtreff']",2.0,0.0,2.0,0.0
12200309,Scharnweberstraße,,,,,,
12200310,Klixstraße,1.0,['QuäX Kinder- und Jugendclub von kein Abseits!'],1.0,0.0,1.0,0.0
12200411,Schumacher-Quartier,,,,,,
12200412,Waldidyll/Flughafensee,,,,,,
12200413,Tegel Süd,2.0,"['Freizeit-, Sport- und Kulturzentrum METRONOM', 'meredo']",2.0,0.0,0.0,2.0
12200414,TXL,,,,,,
12200515,Alt-Tegel,,,,,,
12400616,Konradshöhe/Tegelort,,,,,,
12400617,Alt-Heiligensee,,,,,,
12400618,Heiligensee Nord,,,,,,
12400619,Heiligensee,1.0,['Kinder- und Jugendfreizeitstätte Dachsbau'],1.0,0.0,0.0,1.0
12400720,Frohnau West,,,,,,
12400721,Frohnau Ost,1.0,"['""Teestube"" Evangelische Jugend Kirchengemeinde Frohnau']",1.0,0.0,1.0,0.0
12400722,Hermsdorf West,,,,,,
12400723,Hermsdorf Ost/Waldsee,,,,,,
12500824,Ziekowstraße/Freie Scholle,1.0,['Pfadfinderheim Berlin Brandenburg e.V.'],1.0,0.0,1.0,0.0
12500825,Borsigwalde,1.0,['Tietzia'],1.0,0.0,0.0,1.0
12500926,Wittenau Mitte,,,,,,
12500927,Wittenau Nord,1.0,['Mädchen- und JungenSportZentrum Centre Talma'],1.0,0.0,0.0,1.0
12500928,Waidmannslust,,,,,,
12500929,Lübars,1.0,['Alte Fasanerie - Familienfarm Lübars'],1.0,0.0,1.0,0.0
12500930,Wittenau Süd,,,,,,
12601031,Lübarser Straße,,,,,,
12601032,Rollbergesiedlung,1.0,['Streethouse'],1.0,0.0,0.0,1.0
12601133,Treuenbrietzener Straße,,,,,,
12601134,Märkisches Zentrum,4.0,"['comX', 'Kinder- & Jugendhalle MV', 'Abenteuerspielplatz im MV', 'Sportjugendclub Reinickendorf']",2.0,2.0,3.0,1.0
12601235,Dannenwalder Weg,1.0,['CVJM Jugendhaus Baracke'],1.0,0.0,1.0,0.0
12601236,Schorfheidestraße,,,,,,
